   0.00000000000E+00  0.00000000000E+00
   0.96785000348E-02  0.55878846005E-02
   0.19357000070E-01  0.11175769201E-01
   0.29035500104E-01  0.16763653801E-01
   0.38714000139E-01  0.22351538402E-01
   0.48392500174E-01  0.27939423002E-01
   0.58071000209E-01  0.33527307603E-01
   0.67749500244E-01  0.39115192203E-01
   0.77428000279E-01  0.44703076804E-01
   0.87106500313E-01  0.50290961404E-01
   0.96785000348E-01  0.55878846005E-01
   0.10646350038E+00  0.61466730605E-01
   0.11614200042E+00  0.67054615205E-01
   0.12582050045E+00  0.72642499806E-01
   0.13549900049E+00  0.78230384406E-01
   0.14517750052E+00  0.83818269007E-01
   0.15485600056E+00  0.89406153607E-01
   0.16453450059E+00  0.94994038208E-01
   0.17421300063E+00  0.10058192281E+00
   0.18389150066E+00  0.10616980741E+00
   0.19357000070E+00  0.11175769201E+00
   0.20324850073E+00  0.11734557661E+00
   0.21292700077E+00  0.12293346121E+00
   0.22260550080E+00  0.12852134581E+00
   0.23228400084E+00  0.13410923041E+00
   0.24196250087E+00  0.13969711501E+00
   0.25164100091E+00  0.14528499961E+00
   0.26131950094E+00  0.15087288421E+00
   0.27099800097E+00  0.15646076881E+00
   0.28067650101E+00  0.16204865341E+00
   0.29035500104E+00  0.16763653801E+00
   0.30003350108E+00  0.17322442261E+00
   0.30971200111E+00  0.17881230721E+00
   0.31939050115E+00  0.18440019181E+00
   0.32906900118E+00  0.18998807642E+00
   0.33874750122E+00  0.19557596102E+00
   0.34842600125E+00  0.20116384562E+00
   0.35810450129E+00  0.20675173022E+00
   0.36778300132E+00  0.21233961482E+00
   0.37746150136E+00  0.21792749942E+00
   0.38714000139E+00  0.22351538402E+00
   0.39681850143E+00  0.22910326862E+00
   0.40649700146E+00  0.23469115322E+00
   0.41617550150E+00  0.24027903782E+00
   0.42585400153E+00  0.24586692242E+00
   0.43553250157E+00  0.25145480702E+00
   0.44521100160E+00  0.25704269162E+00
   0.45488950164E+00  0.26263057622E+00
   0.46456800167E+00  0.26821846082E+00
   0.47424650171E+00  0.27380634542E+00
   0.48392500174E+00  0.27939423002E+00
   0.49360350178E+00  0.28498211462E+00
   0.50328200181E+00  0.29056999922E+00
   0.51296050185E+00  0.29615788382E+00
   0.52263900188E+00  0.30174576842E+00
   0.53231750191E+00  0.30733365302E+00
   0.54199600195E+00  0.31292153763E+00
   0.55167450198E+00  0.31850942223E+00
   0.56135300202E+00  0.32409730683E+00
   0.57103150205E+00  0.32968519143E+00
   0.58071000209E+00  0.33527307603E+00
   0.59038850212E+00  0.34086096063E+00
   0.60006700216E+00  0.34644884523E+00
   0.60974550219E+00  0.35203672983E+00
   0.61942400223E+00  0.35762461443E+00
   0.62910250226E+00  0.36321249903E+00
   0.63878100230E+00  0.36880038363E+00
   0.64845950233E+00  0.37438826823E+00
   0.65813800237E+00  0.37997615283E+00
   0.66781650240E+00  0.38556403743E+00
   0.67749500244E+00  0.39115192203E+00
   0.68717350247E+00  0.39673980663E+00
   0.69685200251E+00  0.40232769123E+00
   0.70653050254E+00  0.40791557583E+00
   0.71620900258E+00  0.41350346043E+00
   0.72588750261E+00  0.41909134503E+00
   0.73556600265E+00  0.42467922963E+00
   0.74524450268E+00  0.43026711423E+00
   0.75492300272E+00  0.43585499884E+00
   0.76460150275E+00  0.44144288344E+00
   0.77428000279E+00  0.44703076804E+00
   0.78395850282E+00  0.45261865264E+00
   0.79363700285E+00  0.45820653724E+00
   0.80331550289E+00  0.46379442184E+00
   0.81299400292E+00  0.46938230644E+00
   0.82267250296E+00  0.47497019104E+00
   0.83235100299E+00  0.48055807564E+00
   0.84202950303E+00  0.48614596024E+00
   0.85170800306E+00  0.49173384484E+00
   0.86138650310E+00  0.49732172944E+00
   0.87106500313E+00  0.50290961404E+00
   0.88074350317E+00  0.50849749864E+00
   0.89042200320E+00  0.51408538324E+00
   0.90010050324E+00  0.51967326784E+00
   0.90977900327E+00  0.52526115244E+00
   0.91945750331E+00  0.53084903704E+00
   0.92913600334E+00  0.53643692164E+00
   0.93881450338E+00  0.54202480624E+00
   0.94849300341E+00  0.54761269084E+00
   0.95817150345E+00  0.55320057544E+00
   0.96785000348E+00  0.55878846005E+00
   0.97752850352E+00  0.56437634465E+00
   0.98720700355E+00  0.56996422925E+00
   0.99688550359E+00  0.57555211385E+00
   0.10065640036E+01  0.58113999845E+00
   0.10162425037E+01  0.58672788305E+00
   0.10259210037E+01  0.59231576765E+00
   0.10355995037E+01  0.59790365225E+00
   0.10452780038E+01  0.60349153685E+00
   0.10549565038E+01  0.60907942145E+00
   0.10646350038E+01  0.61466730605E+00
   0.10743135039E+01  0.62025519065E+00
   0.10839920039E+01  0.62584307525E+00
   0.10936705039E+01  0.63143095985E+00
   0.11033490040E+01  0.63701884445E+00
   0.11130275040E+01  0.64260672905E+00
   0.11227060040E+01  0.64819461365E+00
   0.11323845041E+01  0.65378249825E+00
   0.11420630041E+01  0.65937038285E+00
   0.11517415041E+01  0.66495826745E+00
   0.11614200042E+01  0.67054615205E+00
   0.11710985042E+01  0.67613403665E+00
   0.11807770042E+01  0.68172192125E+00
   0.11904555043E+01  0.68730980586E+00
   0.12001340043E+01  0.69289769046E+00
   0.12098125044E+01  0.69848557506E+00
   0.12194910044E+01  0.70407345966E+00
   0.12291695044E+01  0.70966134426E+00
   0.12388480045E+01  0.71524922886E+00
   0.12485265045E+01  0.72083711346E+00
   0.12582050045E+01  0.72642499806E+00
   0.12678835046E+01  0.73201288266E+00
   0.12775620046E+01  0.73760076726E+00
   0.12872405046E+01  0.74318865186E+00
   0.12969190047E+01  0.74877653646E+00
   0.13065975047E+01  0.75436442106E+00
   0.13162760047E+01  0.75995230566E+00
   0.13259545048E+01  0.76554019026E+00
   0.13356330048E+01  0.77112807486E+00
   0.13453115048E+01  0.77671595946E+00
   0.13549900049E+01  0.78230384406E+00
   0.13646685049E+01  0.78789172866E+00
   0.13743470049E+01  0.79347961326E+00
   0.13840255050E+01  0.79906749786E+00
   0.13937040050E+01  0.80465538246E+00
   0.14033825050E+01  0.81024326707E+00
   0.14130610051E+01  0.81583115167E+00
   0.14227395051E+01  0.82141903627E+00
   0.14324180052E+01  0.82700692087E+00
   0.14420965052E+01  0.83259480547E+00
   0.14517750052E+01  0.83818269007E+00
   0.14614535053E+01  0.84377057467E+00
   0.14711320053E+01  0.84935845927E+00
   0.14808105053E+01  0.85494634387E+00
   0.14904890054E+01  0.86053422847E+00
   0.15001675054E+01  0.86612211307E+00
   0.15098460054E+01  0.87170999767E+00
   0.15195245055E+01  0.87729788227E+00
   0.15292030055E+01  0.88288576687E+00
   0.15388815055E+01  0.88847365147E+00
   0.15485600056E+01  0.89406153607E+00
   0.15582385056E+01  0.89964942067E+00
   0.15679170056E+01  0.90523730527E+00
   0.15775955057E+01  0.91082518987E+00
   0.15872740057E+01  0.91641307447E+00
   0.15969525057E+01  0.92200095907E+00
   0.16066310058E+01  0.92758884367E+00
   0.16163095058E+01  0.93317672828E+00
   0.16259880058E+01  0.93876461288E+00
   0.16356665059E+01  0.94435249748E+00
   0.16453450059E+01  0.94994038208E+00
   0.16550235060E+01  0.95552826668E+00
   0.16647020060E+01  0.96111615128E+00
   0.16743805060E+01  0.96670403588E+00
   0.16840590061E+01  0.97229192048E+00
   0.16937375061E+01  0.97787980508E+00
   0.17034160061E+01  0.98346768968E+00
   0.17130945062E+01  0.98905557428E+00
   0.17227730062E+01  0.99464345888E+00
   0.17324515062E+01  0.10002313435E+01
   0.17421300063E+01  0.10058192281E+01
   0.17518085063E+01  0.10114071127E+01
